age,gender,marital_status,race,annual_income,credit_score,loan_amount,loan_duration,loan_type,interest_rate,loan_approved,loan_defaulted
29,Male,Single,Other,58342,779,18029,26,Education Loan,5.408554114965506,1,0
68,Male,Single,Hispanic,105992,757,27490,20,Home Loan,13.561856794923107,1,0
39,Female,Single,Hispanic,98860,750,40328,26,Education Loan,5.339960850252237,1,0
39,Female,Married,Black,22257,664,10867,25,Education Loan,6.761728318157405,1,0
63,Female,Married,Asian,47364,650,20284,26,Car Loan,10.446682164281503,0,0
47,Female,Married,Black,44972,699,38979,26,Car Loan,10.660200781568768,1,0
55,Male,Married,Other,46654,552,14121,14,Car Loan,11.392616891848407,0,0
55,Male,Married,Other,100769,758,6539,28,Education Loan,4.344140556818468,1,0
62,Male,Married,Other,101423,798,30488,17,Personal Loan,13.193573159142664,1,0
68,Male,Married,Black,49320,807,22027,18,Personal Loan,9.394165587399119,1,0
25,Female,Single,Hispanic,40808,603,13693,21,Education Loan,8.65586152926082,1,0
44,Male,Single,Hispanic,72389,800,13921,3,Education Loan,14.773171494162115,0,0
44,Male,Single,White,115690,465,15310,2,Home Loan,11.884539563292236,1,0
51,Female,Single,Other,54773,714,35908,1,Car Loan,4.416072319432498,0,0
38,Male,Married,Hispanic,71168,761,9386,10,Car Loan,12.078470006714888,1,0
47,Male,Married,White,47747,413,37263,19,Education Loan,4.142987207674434,1,0
50,Male,Married,Hispanic,96396,732,33412,17,Education Loan,3.3296467501558182,1,0
45,Male,Single,Other,103692,655,22303,12,Personal Loan,7.843510743238765,1,0
64,Male,Married,Asian,77505,506,17242,1,Education Loan,14.922938073830624,0,0
50,Male,Married,Other,105896,534,13947,12,Personal Loan,5.098607234338352,0,0
22,Female,Married,Black,38135,741,10930,17,Education Loan,11.07173212232148,1,0
65,Female,Single,Hispanic,110887,654,43170,24,Home Loan,5.080752794473432,0,0
36,Male,Married,Hispanic,116035,814,5507,3,Home Loan,11.697443699500633,0,0
21,Male,Single,Black,67377,507,6436,11,Personal Loan,9.064244018853913,1,0
52,Female,Single,Black,43554,424,32151,17,Car Loan,11.159660521072515,1,0
66,Male,Single,Asian,82491,437,16618,23,Home Loan,5.434478110970815,1,0
34,Male,Single,Hispanic,75621,638,13750,26,Personal Loan,11.947539990246025,0,0
61,Male,Married,Hispanic,78283,836,21122,3,Education Loan,14.94742871547248,1,0
45,Female,Single,Asian,105140,367,12354,8,Education Loan,10.987806007511518,0,0
47,Male,Single,White,36923,840,49062,20,Personal Loan,8.921759976874533,1,0
46,Female,Married,Asian,67591,682,35979,4,Car Loan,14.078087863431177,0,0
63,Male,Married,Other,82261,318,25900,21,Personal Loan,3.1902221067825156,1,0
23,Female,Single,Hispanic,74336,749,18840,22,Personal Loan,11.759082231429854,0,0
52,Female,Married,Black,94083,373,42167,7,Home Loan,13.664958201765755,0,1
58,Male,Single,Other,80948,575,10037,14,Personal Loan,3.7400950034514895,1,0
54,Female,Single,Hispanic,53002,347,33633,14,Personal Loan,8.400770044989098,1,0
41,Male,Single,Asian,100098,510,29495,4,Education Loan,5.456633447399987,0,0
46,Female,Single,Other,93016,839,20848,16,Home Loan,9.798217987053961,1,0
66,Male,Married,Hispanic,46672,490,41483,24,Education Loan,10.794515503243925,0,1
63,Male,Single,White,24213,614,12837,29,Education Loan,6.6314781951450605,1,0
48,Female,Married,White,30293,412,39069,22,Car Loan,8.51978003613721,1,0
52,Male,Married,Black,119977,469,12370,1,Car Loan,6.3520738233187135,0,0
50,Male,Married,Hispanic,75860,767,11411,17,Home Loan,7.432693973461365,1,0
69,Female,Married,White,82507,313,44133,25,Home Loan,4.9144794802610825,0,0
38,Male,Single,Asian,77134,587,35499,10,Car Loan,13.626713323027577,0,1
49,Male,Married,Hispanic,22100,488,35225,22,Car Loan,3.120124926709637,1,1
40,Female,Single,Asian,81997,454,5692,16,Car Loan,13.588910237325463,1,0
50,Female,Married,Asian,48172,770,33926,16,Car Loan,9.860146540196862,0,0
20,Male,Married,White,40132,374,39246,26,Car Loan,6.97989413012421,0,0
35,Male,Single,Hispanic,38199,576,44164,8,Education Loan,11.676685505523956,0,0
42,Female,Single,Other,56609,642,13448,29,Home Loan,9.093025822351972,1,0
59,Female,Single,White,62965,724,48390,7,Education Loan,8.989303897291279,0,0
48,Male,Married,White,28016,810,15073,28,Education Loan,4.321707395027597,0,0
20,Female,Married,Hispanic,59779,481,40414,6,Personal Loan,7.674192311344904,0,0
57,Male,Single,Hispanic,51881,757,10209,16,Education Loan,5.892772150280839,0,1
63,Male,Single,Asian,102594,363,11533,20,Car Loan,3.1883508671553558,0,0
41,Male,Single,Hispanic,44472,559,26061,16,Car Loan,7.32119556938536,0,0
67,Male,Single,Asian,71813,492,12211,7,Personal Loan,4.077865553107257,0,0
49,Male,Married,White,56021,705,14927,9,Personal Loan,6.081960452702223,0,0
64,Female,Single,Black,74131,392,16927,14,Personal Loan,4.110199454197133,1,0
39,Female,Single,Other,44087,729,29594,11,Personal Loan,4.211299506676786,0,0
40,Female,Single,White,32828,733,14316,26,Personal Loan,5.388135532982259,1,0
19,Female,Single,Hispanic,81610,703,17177,26,Education Loan,14.998190933836803,1,0
44,Male,Married,Other,116664,733,15846,14,Personal Loan,3.0262097142869853,1,0
59,Male,Single,Black,21401,411,12933,7,Education Loan,10.664071633444863,1,0
19,Male,Married,Black,105179,674,43244,1,Home Loan,4.6949243763186885,0,0
43,Male,Single,Asian,35193,358,45696,26,Personal Loan,14.04753764052931,0,0
34,Female,Single,Other,112389,342,7080,25,Personal Loan,4.123594720003551,0,0
57,Male,Married,Asian,64864,506,11089,13,Education Loan,14.460758245514839,0,0
50,Male,Single,White,40307,595,31123,20,Home Loan,10.331116649801736,1,0
26,Female,Married,Other,39611,417,12797,3,Education Loan,3.015216922985883,1,0
60,Female,Married,White,63791,831,13346,20,Education Loan,13.728086375001674,1,1
65,Female,Single,Asian,31950,521,24878,4,Personal Loan,9.26054161640302,0,0
56,Female,Married,Other,96240,465,38672,29,Car Loan,6.1520368239658145,1,0
46,Male,Married,Asian,97403,455,22653,26,Car Loan,12.207350130187562,0,0
59,Male,Married,Other,22745,483,47742,11,Education Loan,14.11998664664244,0,0
43,Female,Married,Asian,75243,389,31140,2,Personal Loan,8.804289877761526,0,1
52,Male,Married,Black,23866,393,6184,14,Home Loan,6.78664169331733,1,0
67,Male,Married,Asian,52245,312,39493,12,Car Loan,12.467341487219121,0,0
42,Male,Married,Black,64724,737,49148,17,Home Loan,11.181425973461456,1,0
41,Female,Married,Asian,91354,837,29846,12,Car Loan,13.665029805003268,1,1
30,Male,Single,Other,71374,449,27195,26,Personal Loan,11.310168153134315,1,1
24,Female,Single,Other,50116,307,10606,12,Education Loan,5.922340066794435,0,0
53,Male,Married,Other,101029,328,8956,1,Home Loan,14.179910997108228,1,0
62,Male,Single,Hispanic,113574,595,21555,13,Home Loan,4.258028966471896,1,0
37,Male,Married,White,40447,639,29849,14,Education Loan,6.2153130012821745,0,0
18,Female,Married,Other,50431,738,23690,24,Home Loan,9.242335292686628,0,0
25,Male,Single,Black,37908,443,31347,2,Car Loan,9.788904312850818,0,1
63,Female,Married,Other,49336,818,38189,12,Education Loan,3.183727039522865,0,0
33,Female,Married,Hispanic,60992,344,43308,26,Car Loan,12.366872709851279,1,1
31,Female,Married,Black,75350,538,30785,21,Car Loan,7.339287821104675,1,0
29,Male,Married,Hispanic,89561,454,37698,28,Personal Loan,7.877022492025654,0,0
68,Male,Single,Black,71955,480,20966,16,Car Loan,12.71243453324335,1,0
40,Male,Married,Asian,81240,514,36097,4,Personal Loan,7.551400700730534,1,0
32,Male,Married,White,40093,387,20882,8,Home Loan,3.566698517937058,0,0
45,Female,Married,White,26155,555,9675,2,Home Loan,5.117277245644203,1,0
51,Female,Single,Hispanic,66607,810,46850,10,Personal Loan,14.470838068658189,1,1
19,Female,Married,White,53487,372,18009,9,Car Loan,3.84486434883017,1,0
49,Male,Single,Hispanic,75668,478,32843,23,Education Loan,7.259174411616195,0,0
40,Female,Single,Hispanic,40963,511,34793,15,Education Loan,9.038150004616135,1,0
39,Male,Married,Hispanic,70124,533,44516,13,Personal Loan,8.919369928062721,0,0
68,Female,Married,White,72870,764,43871,23,Home Loan,3.047519316145713,1,0
42,Male,Single,Hispanic,76547,522,22857,17,Home Loan,9.013952777489884,0,0
39,Male,Married,White,84110,563,24627,16,Education Loan,7.60526949572891,1,0
39,Female,Single,Hispanic,73554,506,23565,28,Personal Loan,14.664952025694685,0,0
66,Female,Single,Other,40936,665,31025,2,Education Loan,4.9099090079259575,0,0
69,Female,Married,Hispanic,24426,575,32832,20,Car Loan,7.24985036111394,1,1
59,Female,Married,Black,108839,679,49116,20,Car Loan,8.033777821077837,0,0
23,Male,Single,Hispanic,47606,608,14782,27,Personal Loan,7.688322445211385,1,0
32,Female,Single,Asian,67832,567,43650,14,Personal Loan,10.989969931822351,1,0
60,Female,Single,Hispanic,48151,363,27366,3,Car Loan,5.586154290573226,1,0
54,Female,Single,Black,99303,649,33557,23,Home Loan,5.652858633767902,0,0
50,Male,Married,Black,31308,793,10798,12,Personal Loan,11.750531382010237,1,0
25,Male,Married,White,82522,822,14627,8,Car Loan,9.003486224138156,1,0
61,Female,Married,Other,65671,397,46183,2,Car Loan,7.9818681126877244,1,0
61,Male,Married,Hispanic,110306,370,17466,4,Home Loan,5.030436620127022,0,0
22,Female,Married,White,114108,663,47614,14,Home Loan,5.250326674945999,0,0
56,Male,Single,Other,22204,575,17720,16,Home Loan,3.1266196417908065,1,0
21,Male,Married,Hispanic,112769,349,46913,19,Home Loan,4.097115226340511,0,0
23,Male,Married,Asian,107265,657,42292,2,Education Loan,9.682064336282892,0,0
62,Male,Married,Hispanic,51131,784,11559,12,Home Loan,13.702477560100919,0,0
49,Female,Married,Black,72428,383,45388,29,Education Loan,6.44597718156669,1,0
69,Female,Married,Black,53870,595,24158,14,Personal Loan,6.932966710753538,1,0
47,Female,Single,Asian,69067,535,35916,6,Car Loan,4.387267327338146,1,0
64,Male,Single,White,78585,355,27057,13,Education Loan,7.663571347285233,0,1
52,Female,Single,Other,41607,659,40892,4,Personal Loan,3.44666045483195,0,0
57,Female,Married,Hispanic,44968,409,46439,22,Personal Loan,14.011208355142802,1,0
69,Female,Single,Black,118934,491,16706,18,Education Loan,11.077336177494344,1,0
33,Male,Single,White,31908,392,17070,12,Personal Loan,14.888985712718625,1,0
30,Male,Married,Asian,46423,359,45902,20,Personal Loan,13.593877952141924,1,0
67,Male,Married,Black,94707,338,5924,27,Education Loan,8.675887124377832,0,0
59,Female,Married,Asian,98257,839,31478,22,Personal Loan,9.236220373804523,1,0
47,Female,Single,Hispanic,81215,348,10506,21,Home Loan,5.2869125582063266,0,1
36,Female,Single,Other,75835,719,40163,19,Home Loan,8.544472114074667,0,0
34,Male,Married,Black,69429,312,29604,8,Car Loan,13.83633448191374,1,0
36,Male,Married,Black,102152,335,20310,7,Personal Loan,3.6102410836298535,0,0
45,Female,Single,Hispanic,58458,400,13226,16,Car Loan,13.362681635979717,0,0
43,Male,Single,White,66169,385,16781,19,Home Loan,7.091373619711317,0,0
54,Male,Married,Other,27659,815,10515,6,Home Loan,13.794153181155718,0,0
43,Male,Married,Black,80614,522,41133,20,Home Loan,14.290558876097815,1,0
40,Male,Single,Other,97240,637,21972,27,Personal Loan,11.05037864402287,0,0
26,Female,Married,Black,52793,465,37092,21,Personal Loan,10.973085439112134,0,0
29,Male,Single,Other,66473,682,16410,11,Home Loan,8.43305205250488,0,0
18,Male,Single,Asian,116762,675,24522,5,Car Loan,13.02648269452449,0,0
18,Male,Single,Black,109388,770,14095,16,Car Loan,14.5393531011994,0,0
64,Male,Single,Other,117618,330,28047,7,Education Loan,12.300981604069431,1,0
51,Female,Married,White,108330,674,25470,27,Home Loan,10.46324080508051,0,0
49,Female,Married,Asian,75751,310,48129,5,Car Loan,10.281514749856042,1,0
65,Male,Single,Asian,98915,601,13531,11,Home Loan,13.193638819003947,1,0
42,Male,Single,White,74254,395,42038,15,Car Loan,9.49444518925558,1,0
57,Male,Single,Other,27006,489,27403,3,Education Loan,12.646318634985871,0,0
62,Male,Single,Hispanic,94218,752,47674,26,Education Loan,9.10662306209095,0,0
18,Male,Single,White,85344,491,34122,5,Home Loan,3.7493312996870896,1,0
33,Male,Married,Other,53840,785,21940,23,Car Loan,7.607364106849863,1,0
56,Female,Married,White,52430,565,34831,21,Personal Loan,8.333291492057985,1,0
22,Male,Married,White,43091,723,16279,5,Education Loan,4.699406939839406,1,0
39,Female,Married,Black,52983,427,43220,9,Home Loan,4.229955950270554,1,1
46,Female,Single,Other,43989,537,11477,15,Home Loan,9.42557939588345,1,0
20,Male,Single,Hispanic,95451,654,22400,3,Car Loan,4.021723638672986,1,0
29,Female,Single,Black,38990,411,11470,29,Home Loan,6.635342014681008,0,0
43,Female,Single,White,110270,745,7062,6,Education Loan,11.93516371155691,1,0
33,Female,Single,White,100360,642,46798,17,Home Loan,14.573186154815769,1,0
68,Female,Married,White,56081,444,24880,26,Home Loan,11.614446966623142,0,0
54,Female,Single,Other,31033,364,39581,21,Personal Loan,14.911506581434443,1,0
39,Female,Married,Other,36241,546,49439,8,Personal Loan,11.380055655352832,1,0
46,Male,Married,Black,25939,789,19308,21,Education Loan,6.52553364785193,1,0
31,Female,Married,Hispanic,67562,738,31027,25,Car Loan,11.064630486064342,1,1
45,Female,Married,Black,55063,405,35720,11,Personal Loan,11.425881182362847,0,0
22,Female,Single,Asian,96721,480,40081,6,Car Loan,7.460723815397527,1,0
64,Male,Married,White,47045,483,14706,8,Education Loan,3.212566207312668,1,0
66,Female,Married,White,64769,525,14837,10,Personal Loan,11.438397417305843,1,0
47,Male,Married,White,67118,388,43599,24,Car Loan,3.2604011433064994,0,0
63,Female,Single,Black,104703,829,41824,29,Personal Loan,10.574256936720854,0,0
69,Male,Single,Black,41625,670,38073,3,Education Loan,4.963397864910661,1,0
22,Male,Single,White,47076,698,37088,23,Education Loan,9.78724233297652,0,0
29,Female,Married,Black,84805,405,33112,14,Personal Loan,9.0469563045672,0,0
33,Female,Married,Other,64605,570,31299,23,Car Loan,3.162163707674191,1,1
43,Male,Single,Other,104565,802,39457,14,Home Loan,7.354389803941242,0,0
43,Female,Married,Black,108509,824,35063,10,Home Loan,10.213094008755633,0,0
65,Male,Single,White,59121,331,8917,12,Personal Loan,13.183278622785357,0,0
38,Male,Single,Black,85101,692,7936,6,Car Loan,13.663705366038208,0,1
56,Male,Married,Black,51433,339,41630,12,Home Loan,8.80619964039868,1,0
53,Male,Married,Black,63309,517,19506,23,Education Loan,11.741069847593257,0,0
50,Male,Married,Asian,87468,381,33805,14,Car Loan,6.797454918401492,0,1
47,Female,Married,Other,64254,500,19318,2,Home Loan,7.106236869103889,1,1
54,Male,Single,Hispanic,87293,746,31026,9,Car Loan,5.3335622301877645,1,0
40,Male,Single,Hispanic,116258,727,32672,10,Personal Loan,9.74337731991887,1,0
27,Female,Single,Asian,57853,337,43417,26,Car Loan,6.774769811128383,0,0
22,Male,Single,Black,58405,510,32281,17,Home Loan,4.0124507572620605,0,0
53,Female,Single,Asian,86652,743,33091,17,Personal Loan,11.220073039958145,1,0
51,Female,Married,Asian,63527,626,43328,3,Car Loan,11.493038491264779,0,0
69,Female,Single,White,97227,526,23610,19,Education Loan,7.319909025348695,1,0
48,Male,Single,Other,20492,347,6079,1,Home Loan,3.9206807934722736,0,0
27,Male,Single,Hispanic,113418,317,34850,12,Personal Loan,8.115572608841111,0,0
36,Male,Married,Black,28811,738,25590,7,Car Loan,8.308025496602585,1,0
49,Female,Married,Hispanic,113344,486,35951,4,Education Loan,11.024050618774716,1,0
18,Male,Married,Hispanic,44272,644,20327,10,Home Loan,6.784996695104201,1,0
22,Female,Married,Other,113935,523,17755,13,Education Loan,11.191191357375665,0,0
62,Male,Single,Hispanic,92010,787,12235,2,Car Loan,13.457862501088659,0,1
21,Female,Single,Hispanic,112492,528,22197,10,Car Loan,5.849832508346398,1,0
33,Male,Married,Asian,67153,689,26473,21,Personal Loan,14.747034673438797,1,0
41,Male,Married,Other,74110,487,7031,22,Education Loan,7.636417645641684,0,0
33,Male,Single,White,33979,569,46282,25,Personal Loan,6.207104221764741,0,0
19,Female,Single,Black,48328,609,46863,4,Home Loan,8.058134190123486,0,0
66,Female,Married,Hispanic,32867,431,19287,18,Personal Loan,4.1327697108463095,1,0
45,Male,Married,Black,79234,371,43679,5,Home Loan,4.508470878145388,1,0
49,Male,Married,White,45851,486,49463,19,Car Loan,7.973208563619977,1,0
44,Female,Married,Black,51279,785,37230,2,Car Loan,12.1493342632692,0,0
37,Female,Single,White,116063,490,24037,12,Education Loan,13.803746874893891,1,0
41,Female,Single,Asian,93402,721,32052,17,Home Loan,10.97781588859525,0,0
29,Male,Single,Hispanic,35449,419,8340,10,Car Loan,4.262634662858037,1,0
67,Female,Married,White,96221,519,45644,2,Education Loan,11.06423714616642,1,0
52,Male,Married,Black,109080,352,6141,6,Education Loan,10.625135048435663,0,0
50,Female,Single,Hispanic,25451,750,30425,8,Personal Loan,12.669167019519975,0,0
50,Male,Single,Asian,107178,711,24281,29,Education Loan,12.902983999826171,0,0
68,Female,Single,Hispanic,61316,536,47049,19,Car Loan,13.418436909347747,0,0
60,Female,Single,White,83064,705,25425,11,Personal Loan,7.969578174949181,1,0
54,Female,Married,Asian,83761,721,39806,25,Home Loan,11.374372744225731,1,0
29,Female,Single,Black,58870,546,37113,12,Home Loan,6.219004307067729,1,0
20,Female,Single,Asian,116566,371,9270,9,Car Loan,14.99203535980205,1,0
18,Male,Single,Asian,50873,484,47814,2,Car Loan,5.104010896522319,1,1
50,Female,Single,Other,78627,305,9683,8,Personal Loan,3.1213731799300297,0,0
57,Female,Single,Asian,86155,505,44884,26,Personal Loan,4.785704574218112,0,0
27,Female,Single,Asian,119186,843,34809,11,Car Loan,12.31046747452952,1,0
60,Male,Single,Hispanic,45372,686,39552,28,Car Loan,8.361404118098537,0,0
61,Female,Married,Black,23642,375,8786,21,Home Loan,8.37000297372514,1,0
46,Male,Married,Hispanic,48001,476,26650,4,Home Loan,14.460275035340022,0,0
30,Female,Married,Hispanic,54064,648,33706,10,Home Loan,14.03561889633689,1,0
29,Female,Married,White,114826,554,14190,21,Car Loan,6.73433685364811,1,0
48,Male,Single,Hispanic,34122,607,43196,20,Education Loan,5.508697545370394,0,1
63,Female,Married,Other,44820,644,44449,16,Car Loan,13.181786519204877,0,0
19,Male,Married,Other,88431,426,44661,8,Car Loan,13.87222885253236,1,0
68,Male,Single,White,75745,586,34709,4,Home Loan,9.499163073581844,0,0
67,Female,Single,Black,70081,786,19892,29,Car Loan,10.553084533405206,0,0
52,Male,Married,Black,90902,682,14643,10,Personal Loan,6.082971416307521,1,0
40,Female,Married,Hispanic,28711,705,14943,12,Car Loan,12.609632255742294,0,0
34,Female,Single,Hispanic,105132,687,48240,29,Car Loan,10.585469141388277,1,1
43,Male,Married,Hispanic,38793,824,26042,14,Car Loan,9.042162135575959,1,0
25,Male,Single,Black,28199,575,48894,16,Car Loan,3.72130267294075,0,0
46,Male,Single,Asian,96253,799,11869,22,Education Loan,13.991219550133845,1,0
43,Male,Single,Other,56191,636,45437,18,Car Loan,10.385417044612872,1,0
27,Female,Single,Asian,30211,780,49306,21,Personal Loan,5.312293136315615,0,0
43,Female,Married,Asian,83069,572,47833,22,Personal Loan,10.276633403796634,0,0
51,Male,Single,Black,108896,357,25918,21,Car Loan,11.129560250879681,0,0
68,Female,Single,Asian,76746,627,33379,12,Home Loan,9.309244040198706,0,0
58,Female,Married,White,41542,408,47939,18,Education Loan,11.61722085547227,0,0
24,Female,Single,Hispanic,51312,578,30274,7,Car Loan,9.977447375143491,0,0
21,Female,Married,White,65242,627,22696,20,Car Loan,14.373234984385778,0,0
67,Male,Married,Other,113783,614,7962,24,Car Loan,3.644364943191682,1,0
62,Male,Married,Hispanic,107893,773,18851,23,Home Loan,4.274948501634726,1,0
28,Female,Single,Asian,75388,410,10296,7,Home Loan,5.084059643452078,1,0
46,Male,Married,Other,47691,528,19745,9,Home Loan,11.282052847251986,1,0
53,Male,Married,Hispanic,97960,796,10730,1,Education Loan,10.747150472997705,1,0
42,Male,Single,Asian,104388,455,18921,26,Personal Loan,13.704706322516328,1,0
38,Female,Married,White,42601,772,37894,6,Education Loan,11.79452943460678,1,0
53,Female,Married,Hispanic,38020,571,10602,6,Home Loan,9.100265850775108,0,0
27,Female,Married,Asian,28155,301,22575,22,Personal Loan,14.901981509563564,1,0
54,Male,Married,White,89119,810,24023,29,Personal Loan,6.19329547403159,0,0
26,Female,Married,Other,101051,585,20997,12,Home Loan,12.998299917425447,0,0
41,Female,Single,Other,56777,312,22750,22,Home Loan,8.121484466327033,1,1
52,Male,Married,Other,39710,797,46979,12,Education Loan,10.78482166650881,0,0
66,Female,Married,Other,44532,537,27837,10,Home Loan,11.727221645429209,0,1
52,Female,Single,Black,38601,393,19997,23,Personal Loan,10.605049046284035,1,0
65,Male,Single,Hispanic,83227,637,44439,26,Car Loan,4.686087637303119,1,0
53,Male,Single,Hispanic,24967,470,28067,6,Home Loan,8.315412128975193,1,0
35,Male,Married,Black,104289,766,25923,17,Home Loan,9.737260535197493,1,0
66,Female,Single,Asian,40022,442,13876,19,Education Loan,13.18852511014316,0,0
56,Female,Married,Asian,63463,500,7887,18,Education Loan,8.323748985582867,0,0
49,Female,Married,Other,94671,479,47422,6,Home Loan,14.024967657651018,1,0
41,Male,Single,White,25722,663,41854,24,Personal Loan,8.284490676302529,0,0
40,Male,Single,Asian,47413,778,41948,19,Personal Loan,9.58535831115614,1,0
49,Female,Married,White,112772,770,7841,10,Car Loan,12.555428195313612,0,0
54,Female,Single,Hispanic,101050,683,33756,24,Home Loan,9.996812213065724,0,0
29,Male,Married,White,105867,716,11040,8,Education Loan,14.522616868593897,1,0
66,Male,Single,Hispanic,103596,607,15304,21,Personal Loan,10.924029966169531,1,0
30,Male,Single,Black,86732,666,35341,24,Car Loan,9.272513448811212,1,0
40,Male,Single,Black,32297,300,9758,6,Home Loan,3.2831036133695504,0,0
42,Female,Married,Other,88323,343,22010,21,Personal Loan,7.964794770963958,0,0
52,Male,Single,Asian,43816,397,36658,25,Home Loan,6.590981031121926,0,0
58,Female,Married,Other,60695,564,42782,7,Home Loan,11.977268014649871,0,0
47,Female,Married,Hispanic,39702,439,6375,24,Personal Loan,5.499332101842549,0,0
34,Female,Married,Other,45242,780,38949,1,Personal Loan,5.462641047528862,0,1
66,Male,Married,White,75841,536,27092,27,Personal Loan,5.274228518848521,1,0
37,Male,Single,Hispanic,87712,371,5490,18,Home Loan,4.507387357874832,0,0
65,Male,Married,Black,105663,489,8729,24,Home Loan,6.732084044050649,1,1
42,Male,Married,Asian,112764,567,10974,28,Car Loan,13.6310653733211,1,0
39,Female,Single,Hispanic,73574,620,24680,25,Education Loan,12.29914166767146,0,0
30,Male,Married,Hispanic,105744,406,23324,20,Home Loan,11.82301459568152,0,0
36,Male,Single,White,48482,531,36334,12,Education Loan,12.568041667799552,0,0
66,Female,Married,Asian,29171,341,26398,16,Personal Loan,6.2330146719548605,1,0
53,Male,Single,Black,118932,438,39650,10,Home Loan,13.649300289029853,0,0
29,Female,Married,Hispanic,23696,572,26292,27,Car Loan,4.647640501699253,0,0
58,Female,Single,Hispanic,40058,780,40755,10,Car Loan,7.036148720586983,1,1
36,Female,Married,White,40313,715,43353,14,Education Loan,10.040977427608116,0,0
29,Female,Married,Other,39149,805,8159,25,Personal Loan,4.2348610601040075,1,0
26,Female,Single,Black,73521,723,37626,20,Education Loan,11.761562253317098,1,0
24,Female,Single,Asian,65740,706,34351,10,Personal Loan,7.6469525784417,1,0
45,Female,Single,Hispanic,24956,689,42298,10,Car Loan,12.412867987300801,0,0
31,Female,Single,Hispanic,95731,641,22065,26,Education Loan,8.914755427015233,1,0
48,Male,Married,Black,102612,792,26638,25,Car Loan,5.170494293104037,1,0
69,Male,Married,Other,86641,491,6073,11,Car Loan,11.817141736264132,0,0
36,Male,Single,Hispanic,83811,798,23771,23,Personal Loan,6.025727470067323,0,0
64,Male,Married,Black,72160,532,40461,2,Education Loan,8.889723615216514,0,0
33,Female,Single,White,71313,526,47330,25,Education Loan,3.9063992298828913,1,0
22,Male,Single,Other,83232,670,34320,20,Car Loan,10.41439985294444,1,0
52,Female,Married,Asian,35417,438,9340,8,Car Loan,10.990293194595328,1,0
29,Male,Married,Hispanic,44729,448,39924,23,Personal Loan,7.544090519673403,1,0
42,Male,Married,Black,50099,414,21184,29,Home Loan,14.453073363852887,0,0
69,Male,Married,White,118134,749,45734,7,Home Loan,13.49002705778482,0,0
38,Female,Married,Asian,49961,362,7580,8,Car Loan,11.495290988879937,1,0
53,Male,Married,Black,32602,403,45025,1,Home Loan,11.563824893924913,1,0
40,Female,Married,Black,29256,572,33967,21,Home Loan,6.028820579305815,0,0
33,Female,Single,Asian,106120,305,7159,2,Home Loan,10.881782773061389,1,0
56,Male,Single,White,54681,446,18900,18,Home Loan,5.378475182826236,1,0
62,Male,Single,White,111328,483,16440,15,Car Loan,4.7280386870378655,1,0
59,Male,Single,Other,107440,327,19678,1,Home Loan,14.993614730430963,1,0
56,Female,Single,Hispanic,84789,849,17021,5,Home Loan,10.46851117767809,1,1
31,Male,Married,Asian,63361,418,11772,2,Personal Loan,8.171854471886286,0,0
48,Female,Single,Asian,84503,592,6627,20,Car Loan,6.457974274607416,1,0
22,Female,Single,Asian,54540,670,49432,3,Education Loan,10.247045323946729,0,0
52,Male,Single,White,46536,543,13219,19,Education Loan,3.5951220986410335,1,0
40,Male,Single,Hispanic,104700,517,28464,18,Personal Loan,4.136171886057541,0,0
46,Female,Single,Other,83043,476,35232,29,Personal Loan,3.394280372884756,1,0
60,Female,Single,Black,98532,598,47481,22,Car Loan,8.99003799915194,0,1
28,Female,Single,Black,76575,357,13488,18,Education Loan,10.207279550246191,0,1
35,Male,Married,Asian,22871,568,39949,14,Home Loan,3.74975713629385,0,0
64,Female,Married,Hispanic,66002,607,49362,24,Personal Loan,11.654693609987,1,0
29,Male,Single,White,69812,587,44932,8,Education Loan,5.764740858174773,1,0
26,Female,Married,Hispanic,42626,404,23981,29,Car Loan,11.222417445238392,0,0
27,Female,Married,Hispanic,79979,527,5901,12,Home Loan,14.782765680422948,1,0
61,Male,Married,White,96057,546,27444,21,Car Loan,11.293270440646214,1,0
34,Female,Married,Asian,86668,793,47058,10,Personal Loan,13.598316635083302,1,0
55,Male,Single,Hispanic,119003,382,23061,23,Education Loan,14.378382080916808,0,0
24,Male,Married,Black,100070,485,7881,20,Education Loan,8.841012580227787,1,0
63,Female,Married,White,109390,551,34863,17,Education Loan,11.427899753036481,1,1
30,Male,Married,Other,62998,654,10622,11,Education Loan,13.223631042670101,1,0
57,Male,Single,Asian,83814,509,6378,2,Home Loan,7.279306954492633,1,0
59,Female,Single,White,65607,746,22632,26,Home Loan,6.136767798724739,1,0
26,Male,Single,Other,27812,759,33311,26,Car Loan,14.359182873340064,1,1
67,Male,Single,Other,81844,771,10650,4,Home Loan,11.715642004425815,0,0
44,Male,Single,Hispanic,90093,669,47224,1,Personal Loan,5.636185600509916,0,0
19,Female,Single,Hispanic,22179,791,12036,15,Personal Loan,8.389000712113361,0,0
22,Male,Single,Hispanic,63798,436,44255,13,Education Loan,12.557421234453713,0,0
46,Female,Married,White,94601,666,27499,8,Personal Loan,9.564755891021306,1,1
54,Female,Married,White,28275,483,42016,25,Car Loan,10.799425177990669,1,0
55,Male,Married,Asian,70574,586,9603,4,Home Loan,12.045218424540629,1,0
36,Male,Single,Hispanic,67857,771,32773,10,Home Loan,10.464110265707767,0,0
